Character,Text,Episode,LineNumber
Rick,"""I took your family? Who do you think had more taken from them when you shot 20 ccs of liquid dream-killer into my daughter? She was Rick's daughter, Jerry. She had options!""",305,260
Alien snake,"""Oof.""",305,261
Rick,"""That all ended because she felt sorry for you. You act like prey, but you're a predator! You use pity to lure in your victims! That's how you survive! I survive because I know everything. That snakes survives because children wander off, and you survive because people think, ""Oh, this poor piece of sh1t. He never gets a break. I can't stand the deafening silent wails of his wilting soul. I guess I'll hire him or marry him.""",305,262
Jerry,"""Rick! ( Muffled ) Rick! I knew you wouldn't let me die.""",305,263
Rick,"""That was never an option.""",305,264
Jerry,"""Because you never had a son.""",305,265
Rick,"""No, because I need a living organism coated in gibble snake bile to attract a shmooglite runner.""",305,266
Jerry,"""Wait, what's happening?""",305,267
Rick,"""Use that confusion, Jerry. It'll make you wriggle more like an abandoned newborn.""",305,268
DIRECTION,"""( Low growling )""",305,269
DIRECTION,"""Jesus Christ! What the fuck Rick?! Help! Help me!""",305,270
DIRECTION,"""( Roaring )""",305,271
DIRECTION,"""Aaah!""",305,272
Rick,"""There's a space port 20 miles south. We'll be able to board a galaxy class cruise ship and jump through a wormhole that will put us within spitting distance of the Milky Way. But, hey, it's about the journey, not the destination, right, Jerry?""",305,273
DIRECTION,"""( Roars )""",305,274
DIRECTION,"""( Moaning )""",305,275
Beth,"""Just stay put, sweetie! Mom's still on hold.""",305,276
DIRECTION,"""Morphizer customer service.""",305,277
DIRECTION,"""How may I help you?""",305,278
DIRECTION,"""Yes, I'm having a little trouble with one of your machines.""",305,279
DIRECTION,"""Oh, I'm sorry to hear that, ma'am.""",305,280
DIRECTION,"""Do you see a little compartment on the side of the machine?""",305,281
DIRECTION,"""Let me check.""",305,282
DIRECTION,"""Yes, got it.""",305,283
DIRECTION,"""Mom?""",305,284
DIRECTION,"""Great! Now, do you see the little button next to it?""",305,285
DIRECTION,"""I do.""",305,286
DIRECTION,"""Give that button a push.""",305,287
DIRECTION,"""Okay.""",305,288
DIRECTION,"""Mom, listen to me!""",305,289
DIRECTION,"""We're free!!""",305,290
DIRECTION,"""Okay, so I pushed the button, and three little men ran out.""",305,291
DIRECTION,"""What do I do next?""",305,292
DIRECTION,"""Hello?""",305,293
DIRECTION,"""I think we got disconnected.""",305,294
DIRECTION,"""Morty!""",305,295
DIRECTION,"""Don't ""Morty"" me!""",305,296
DIRECTION,"""I tricked Rick into taking Dad on an adventure because I thought I could get a break from this kind of sh1t but no!""",305,297
DIRECTION,"""Like father, like Goddamn daughter!""",305,298
DIRECTION,"""You want to be like Rick, congratulations!""",305,299
DIRECTION,"""You're just as arrogant and just as irresponsible!""",305,300
DIRECTION,"""Everything okay here?""",305,301
DIRECTION,"""Mind your own Goddamn business, Gene!""",305,302
DIRECTION,"""I'm having a conversation with my mother here!""",305,303
DIRECTION,"""Kissing Rick's ass isn't gonna help him keep him around, Mom, but it will help you lose everyone else.""",305,304
DIRECTION,"""Like I lost Summer.""",305,305
DIRECTION,"""Hey, you haven't lost her yet.""",305,306
DIRECTION,"""No, I definitely did.""",305,307
DIRECTION,"""She's gone.""",305,308
DIRECTION,"""God damn it!""",305,309
DIRECTION,"""( Beeping )""",305,310
DIRECTION,"""Go ahead.""",305,311
DIRECTION,"""( Alarm blares )""",305,312
DIRECTION,"""Oh, come on.""",305,313
DIRECTION,"""What's happening?""",305,314
DIRECTION,"""Your friend is class C or above cybernetic augmentations.""",305,315
DIRECTION,"""Emphasis on the above.""",305,316
DIRECTION,"""In any case, he needs to be neutralized.""",305,317
DIRECTION,"""What?! Wait!""",305,318
DIRECTION,"""Ugh!""",305,319
DIRECTION,"""( Groans )""",305,320
DIRECTION,"""Brain hurty.""",305,321
DIRECTION,"""What did you do?""",305,322
DIRECTION,"""It's a synaptic dampener that blocks violent tendencies and controversial thought.""",305,323
DIRECTION,"""He will now be an ideal passenger.""",305,324
DIRECTION,"""I want cookies and a 90-minute cut of ""Avatar.""",305,325
DIRECTION,"""Seriously?""",305,326
DIRECTION,"""( Snapping )""",305,327
DIRECTION,"""Quit it.""",305,328
DIRECTION,"""It'll wear off in six hours.""",305,329
DIRECTION,"""It's cheaper than banning dangerous people from flights.""",305,330
DIRECTION,"""I mean, let everybody buy a ticket, right?""",305,331
DIRECTION,"""Otherwise, the terrorists win.""",305,332
DIRECTION,"""♪♪""",305,333
DIRECTION,"""Aah!""",305,334
DIRECTION,"""I'm sorry I'm not a classic maternal archetype.""",305,335
DIRECTION,"""Okay, I don't know what to do when you people come to me with your weird puberty issues.""",305,336
DIRECTION,"""What are you gonna do when your daughter asks you if she's attractive?""",305,337
DIRECTION,"""I'll say ""yes""!""",305,338
DIRECTION,"""Morty, gross!""",305,339
DIRECTION,"""Well, she's gonna be super hot.""",305,340
DIRECTION,"""Her mother's gonna be Jessica --""",305,341
DIRECTION,"""Wait, when did Summer ask you that?!""",305,342
DIRECTION,"""Right before she Clive Barkered herself. Why?""",305,343
DIRECTION,"""Wait, I know where she is!""",305,344
DIRECTION,"""Ethan and Summer were supposed to go camping, and then he dumped Summer for this girl, Tricia Lange, who's got huge boobies and took her.""",305,345
DIRECTION,"""Campsite -- The one with the name that sounds like somebody gave up halfway through naming it.""",305,346
DIRECTION,"""Uh...Camp Flabanabba!""",305,347
DIRECTION,"""Mama's coming, baby.""",305,348
DIRECTION,"""Mama's coming, and she cares about your titties!""",305,349
DIRECTION,"""They have sweet smiggle honey cookies.""",305,350
DIRECTION,"""Mmm! And low-calorie petroleum flakes.""",305,351
Rick,"""Obviously cookies.""",305,352
Jerry,"""Let's get you the flakes then.""",305,353
Rick,"""Okay, but it's not what I wanted.""",305,354
Jerry,"""Well, maybe next time, you won't be such a dumb piece of sh1t and you can pick for yourself.""",305,355
Rick,"""That's not nice.""",305,356
Jerry,"""What's that? Did you just have a controversial thought?""",305,357
Rick,"""No.""",305,358
Jerry,"""That's what I thought, bitch. You little punk-ass.""",305,359
DIRECTION,"""( Chuckles )""",305,360
DIRECTION,"""This is the best.""",305,361
DIRECTION,"""I agree.""",305,362
DIRECTION,"""You've made things even easier than if you hadn't been incompetent.""",305,363
DIRECTION,"""Uh-oh.""",305,364
DIRECTION,"""We get shoot-shoot now.""",305,365
DIRECTION,"""♪♪""",305,366
Man #1,"""All right, folks, if you could please take your seats, we're about to enter the wormhole.""",305,367
DIRECTION,"""So, I hope everybody bought it dinner first.""",305,368
DIRECTION,"""( Chuckles )""",305,369
DIRECTION,"""Nice.""",305,370
DIRECTION,"""Nice.""",305,371
DIRECTION,"""( Grunts )""",305,372
DIRECTION,"""Jerry, step over there and lock yourself in the escape pod.""",305,373
Jerry,"""You're not killing us?""",305,374
DIRECTION,"""I'm killing Rick. You're free to go. You're no threat to me or anyone.""",305,375
DIRECTION,"""Now you're just being mean.""",305,376
Rick,"""Yeah, you're mean -- No offense.""",305,377
DIRECTION,"""Mean would be shooting you, Jerry. This is saving a bullet.""",305,378
DIRECTION,"""Go back to your quietly ashamed family and live out the rest of your days in denial of your v*g1n* fantasies.""",305,379
DIRECTION,"""It was a one-time thought that everyone has!""",305,380
DIRECTION,"""( Grunting )""",305,381
DIRECTION,"""What are you doing?""",305,382
DIRECTION,"""I'm being triumphantly brave!""",305,383
DIRECTION,"""It's not triumphant or brave.""",305,384
DIRECTION,"""You're not risking anything.""",305,385
Jerry,"""You might shoot me.""",305,386
DIRECTION,"""I think you know I won't. Because you know I feel sorry for you. You're just doing this so you can tell yourself you fought -- Ow!""",305,387
DIRECTION,"""( Buzzing )""",305,388
Woman,"""Temporal shield compromised.""",305,389
DIRECTION,"""Congratulations, Jerry.""",305,390
DIRECTION,"""You get to die a man.""",305,391
Jerry,"""Uh, that's okay! I'll leave! Please don't shoot. I-I'm the v*g1n* guy, remember?""",305,392
DIRECTION,"""♪♪""",305,393
DIRECTION,"""Whoa!""",305,394
DIRECTION,"""What is happening to me?""",305,395
DIRECTION,"""Where is this?""",305,396
DIRECTION,"""Where am I?""",305,397
DIRECTION,"""Am I dead?""",305,398
DIRECTION,"""A-Am I -- Am I still alive?""",305,399
Rick,"""Those aren't the questions you should be asking.""",305,400
DIRECTION,"""Huh?!""",305,401
DIRECTION,"""Shh!""",305,402
DIRECTION,"""( Cawing )""",305,403
DIRECTION,"""( Burping )""",305,404
DIRECTION,"""( Ticking )""",305,405
DIRECTION,"""( Roar )""",305,406
DIRECTION,"""( Chuckles )""",305,407
DIRECTION,"""Ah, got ya!""",305,408
DIRECTION,"""Come here, you little pumpkin.""",305,409
DIRECTION,"""I have sh1t on my ass.""",305,410
DIRECTION,"""Whoa, oof this!""",305,411
DIRECTION,"""Who am I?""",305,412
DIRECTION,"""Who am I?""",305,413
Jerry,"""I'm time! I'm literally time!""",305,414
All,"""Whooooa!""",305,415
DIRECTION,"""Aah!""",305,416
DIRECTION,"""Oh, God. I feel like our souls were united, and we were all one with eternity.""",305,417
DIRECTION,"""Our body's unchanged, yet our minds have lived a thousand lifetimes.""",305,418
DIRECTION,"""Is that enough time for me to forgive you?""",305,419
Rick,"""I don't know, but it's enough time for a synaptic dampener to wear off.""",305,420
DIRECTION,"""( Pop )""",305,421
Jerry,"""He hadn't decided he was still going to kill us!""",305,422
Rick,"""He was talking himself into it. I've seen it before. Cosmic apotheosis wears off faster than salvia.""",305,423
Jerry,"""I'm starting to believe you because I just finished merging with your essence for an endless epoch, and I'm already back to thinking you're an asshole.""",305,424
DIRECTION,"""Fine with me.""",305,425
DIRECTION,"""Let's just go our separate ways.""",305,426
DIRECTION,"""Sounds like you and the word ""epoch"" have a lot of catching up to do.""",305,427
Jerry,"""Wait, don't leave me!""",305,428
Man #1,"""All right, folks, you're free to get up and walk around the cabin and maybe take the wormhole out for breakfast.""",305,429
Man #2,"""Okay, you can do the dinner one or the breakfast one, but not both.""",305,430
DIRECTION,"""You think you got that thing figured out?""",305,431
DIRECTION,"""Yeah, I know what I'm doing.""",305,432
DIRECTION,"""Good.""",305,433
DIRECTION,"""Because I have an idea.""",305,434
DIRECTION,"""It's actually a contraction of ""some"" and ""more,"" you see that?""",305,435
DIRECTION,"""Oh, wow.""",305,436
DIRECTION,"""I was way off.""",305,437
DIRECTION,"""( Roaring )""",305,438
DIRECTION,"""( Both screaming )""",305,439
DIRECTION,"""( Groaning indistinctly )""",305,440
DIRECTION,"""( Both groaning indistinctly )""",305,441
DIRECTION,"""Morty, what's happening here?""",305,442
DIRECTION,"""Summer got into my grandpa's garage, messed around, and turned herself into a monster.""",305,443
DIRECTION,"""My mom did the same to make her feel better.""",305,444
DIRECTION,"""She's a good mom.""",305,445
DIRECTION,"""( Both chuckle )""",305,446
DIRECTION,"""Oh, my God.""",305,447
DIRECTION,"""I have to go call my mother!""",305,448
DIRECTION,"""Tricia, wait!""",305,449
DIRECTION,"""Ethan! Ethan!""",305,450
DIRECTION,"""Hey, it's okay.""",305,451
DIRECTION,"""Sit down.""",305,452
DIRECTION,"""You made my sister cry, Ethan.""",305,453
DIRECTION,"""You messed with her body image.""",305,454
DIRECTION,"""Look, Morty, I --""",305,455
DIRECTION,"""Shh, shh, shh.""",305,456
DIRECTION,"""Careful, Ethan.""",305,457
DIRECTION,"""Your s'more is burning.""",305,458
DIRECTION,"""( Beep, whirring )""",305,459
DIRECTION,"""( Gulps )""",305,460
DIRECTION,"""Uh, I guess we better get on the same page about our fake adventure.""",305,461
DIRECTION,"""Right.""",305,462
DIRECTION,"""I'll make you a deal.""",305,463
DIRECTION,"""I'll leave out the part where you tried to murder me...""",305,464
DIRECTION,"""And I'll leave out the part where you admitted to sabotaging our marriage.""",305,465
DIRECTION,"""You want to...?""",305,466
DIRECTION,"""Nah, if the family sees me like this, they'll feel sorry for me. Which is no longer my signature move.""",305,467
DIRECTION,"""Later days, amigo.""",305,468
Jerry,"""Actually, I just realized, I don't have my wallet, and my bus pass is in there, so maybe --""",305,469
Rick,"""Stay strong, Jerry. I believe in you!""",305,470
DIRECTION,"""( Lock clicks )""",305,471
DIRECTION,"""( Whirring )""",305,472
DIRECTION,"""( Sighs )""",305,473
DIRECTION,"""♪♪ ♪♪ ♪♪ ♪♪""",305,474
DIRECTION,"""I tell you, fellas.""",305,475
DIRECTION,"""This is the life.""",305,476
DIRECTION,"""It certainly is.""",305,477
DIRECTION,"""To freedom!""",305,478
DIRECTION,"""( Groaning )""",305,479
DIRECTION,"""Ooh!""",305,480
DIRECTION,"""Looks like a 4-22.""",305,481
DIRECTION,"""Ooh, a couple cranks on scaling knob with a four dilabyte cross fade would fix that in a jiff.""",305,482
DIRECTION,"""Four? You'd be lucky to clear 13% de-morphized with that kind of range.""",305,483
